ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
NR4A1,3.8508759996915796,10.49469212818657,9.217140954571533,7.718784872577333e-11,6.535495151611227e-7,12.924638633327849
SDC4,2.0758547180818665,7.5260128213642545,7.161601930447921,2.542859525098056e-8,1.0765195799502619e-4,8.275770896811153
EGR1,4.830057310935691,8.787865187055846,6.550080149903334,1.554673207071791e-7,4.3878060147589513e-4,6.769494029993831
VEGFA,1.6708277349837957,8.22987485679516,6.078736918704372,6.387858071054924e-7,0.0013521498571905512,5.579403668709977
GABARAPL1,1.6909264273710995,6.95194222528593,5.897564880362617,1.1025925999241637e-6,0.0016991349159034763,5.116721284660352
ATF3,3.5190160284707686,6.552353051792038,5.8683749878175835,1.20406395363421e-6,0.0016991349159034763,5.041953598749473
SLC19A2,1.8629072801256452,7.905072722507749,5.716196764776406,1.9059297826415771e-6,0.0023053582099466048,4.651300115604762
BTG2,3.066059735737917,7.985199143304347,5.636787356803338,2.42238973771213e-6,0.0025637967386510758,4.446945699361219
FOS,4.588248291012987,7.8461322728356775,5.493984929937893,4.472138970293759e-6,0.0042072889623863624,3.7598846646508104
HES1,1.7155911797566574,5.878047924399586,5.2119508046932586,8.732804656019655e-6,0.007394065702251843,3.3500087610449842
IFRD1,1.762298373362401,6.948789290658483,5.069216216618673,1.34220389431122e-5,0.009470366977610917,2.981001783854035
CSRNP1,1.944116130427382,5.629600768825902,5.166660427885657,1.1689494904042253e-5,0.008997723032047796,2.96729583310254
DUSP1,2.7285586722595756,6.5028481735720565,4.992097712749244,1.6923793965061875e-5,0.0110225971924753,2.7817418223510977
CHORDC1,1.1542848578346767,6.200650884067097,4.777756124109977,3.2170523403890045e-5,0.019456272975766933,2.228907891288509
PIM1,1.3532209701193736,5.419296911401973,4.573402607631422,6.245536755824186e-5,0.035253973141042255,1.6269993083320688
DNAJA4,1.3652281598152713,6.6689537381075645,4.511040548393386,7.1149508043495e-5,0.03765143028776701,1.5446478051368011
SLC25A25,1.6872895658187916,6.293049666096337,4.5002658045204855,7.739176355265072e-5,0.038545650705899624,1.4444618118503394
